,GENE,GENE_ID
13927,AL358815.1COMTD1,ENSG00000265647ENSG00000165644
13928,PALM2-AKAP2VDAC2,ENSG00000157654ENSG00000165637
13929,PALM2VDAC2,ENSG00000243444ENSG00000165637
13930,PALM2-AKAP2RP11-399K21.10,ENSG00000157654ENSG00000236842
13931,PALM2C10orf11,ENSG00000243444ENSG00000148655
13932,PALM2-AKAP2C10orf11,ENSG00000157654ENSG00000148655
13936,AKAP2C10orf11,ENSG00000241978ENSG00000148655
13941,PALM2SFTPA1,ENSG00000243444ENSG00000122852
13942,PALM2-AKAP2SFTPA1,ENSG00000157654ENSG00000122852
13946,AKAP2SFTPA1,ENSG00000241978ENSG00000122852
13949,PALM2-AKAP2RP11-93H12.2,ENSG00000157654ENSG00000234942
13950,AKAP2BMS1P3,ENSG00000241978ENSG00000240089
13951,PALM2-AKAP2ACTA2,ENSG00000157654ENSG00000107796
13952,PALM2-AKAP2LIPF,ENSG00000157654ENSG00000182333
13953,AKAP2PPP1R3C,ENSG00000241978ENSG00000119938
13954,AKAP2KIF11,ENSG00000241978ENSG00000138160
13955,AKAP2EXOC6,ENSG00000241978ENSG00000138190
13956,AKAP2IDE,ENSG00000241978ENSG00000119912
13957,AKAP2BTAF1,ENSG00000241978ENSG00000095564
13958,AKAP2RPP30,ENSG00000241978ENSG00000148688
13959,AKAP2HHEX,ENSG00000241978ENSG00000152804
13960,ZNF483CYP26C1,ENSG00000173258ENSG00000187553
13961,ZNF483ATAD1,ENSG00000173258ENSG00000138138
13962,ZNF483FAS,ENSG00000173258ENSG00000026103
13963,PTGR1SRP9P1,ENSG00000106853ENSG00000180581
13964,PTGR1ATAD1,ENSG00000106853ENSG00000138138
13965,ZNF483RNLS,ENSG00000173258ENSG00000184719
13966,PTGR1RP11-366I13.3,ENSG00000106853ENSG00000184111
13967,PTGR1NHP2P1,ENSG00000106853ENSG00000105988
13968,RP11-16L21.7PCGF5,ENSG00000224644ENSG00000180628
13969,PTGR1SLC16A12,ENSG00000106853ENSG00000152779
13970,PTGR1FAS,ENSG00000106853ENSG00000026103
13971,C9orf84RP11-57C13.3,ENSG00000165181ENSG00000196566
13972,C9orf84RP11-149I23.3,ENSG00000165181ENSG00000232110
13973,C9orf84FAS,ENSG00000165181ENSG00000026103
13975,C9orf84LIPF,ENSG00000165181ENSG00000182333
13977,C9orf84MARCH5,ENSG00000165181ENSG00000198060
13978,C9orf84FRA10AC1,ENSG00000165181ENSG00000148690
13979,HSDL2PAPSS2,ENSG00000119471ENSG00000198682
13980,HSDL2MIR107,ENSG00000119471ENSG00000198997
13981,HSDL2Y_RNA,ENSG00000119471ENSG00000199881
13982,C9orf147SNORD74,ENSG00000230185ENSG00000200891
13983,HSDL2Y_RNA,ENSG00000119471ENSG00000201412
13984,HSDL2Y_RNA,ENSG00000119471ENSG00000201548
13985,HSDL2RNU6-740P,ENSG00000119471ENSG00000201604
13986,HSDL2Y_RNA,ENSG00000119471ENSG00000202297
13987,HSDL2SLC35G1,ENSG00000119471ENSG00000176273
13988,HSDL2LGI1,ENSG00000119471ENSG00000108231
13989,C9orf147LGI1,ENSG00000230185ENSG00000108231
13990,HSDL2FRA10AC1,ENSG00000119471ENSG00000148690
13991,SNX30RBP4,ENSG00000148158ENSG00000138207
13994,WDR31CEP55,ENSG00000148225ENSG00000138180
13995,WDR31EXOC6,ENSG00000148225ENSG00000138190
13998,WDR31IDE,ENSG00000148225ENSG00000119912
13999,WDR31TNKS2,ENSG00000148225ENSG00000107854
14000,WDR31PCGF5,ENSG00000148225ENSG00000180628
14001,WDR31ANKRD1,ENSG00000148225ENSG00000148677
14002,WDR31RPP30,ENSG00000148225ENSG00000148688
14003,WDR31SLC16A12,ENSG00000148225ENSG00000152779
14004,WDR31IFIT3,ENSG00000148225ENSG00000119917
14006,TNFSF15IFIT2,ENSG00000181634ENSG00000119922
14007,TNFSF15CH25H,ENSG00000181634ENSG00000138135
14008,AL390240.1FAS,ENSG00000221734ENSG00000026103
14009,TNFSF8ANKRD22,ENSG00000106952ENSG00000152766
14010,TNFSF8LIPJ,ENSG00000106952ENSG00000204022
14011,TNCRNLS,ENSG00000041982ENSG00000184719
14012,TNCMINPP1,ENSG00000041982ENSG00000107789
14014,TNCRNU6-657P,ENSG00000041982ENSG00000206631
14015,TNCAL161652.1,ENSG00000041982ENSG00000207895
14016,TNCRNA5SP323,ENSG00000041982ENSG00000212396
14017,TNCFRA10AC1,ENSG00000041982ENSG00000148690
14018,TNCRP11-624L12.1,ENSG00000041982ENSG00000213432
14019,TNCLIPF,ENSG00000041982ENSG00000182333
14020,TNCEIF4A1P8,ENSG00000041982ENSG00000213484
14021,TNCRP11-380G5.3,ENSG00000041982ENSG00000213613
14022,TNCSDHCP2,ENSG00000041982ENSG00000214549
14023,TNCATAD1,ENSG00000041982ENSG00000138138
14024,TNCDDX18P6,ENSG00000041982ENSG00000220585
14025,01-decLIPN,ENSG00000173077ENSG00000204020
14026,CDK5RAP2CPEB3_ribozyme,ENSG00000136861ENSG00000221042
14027,CDK5RAP2AL356214.1,ENSG00000136861ENSG00000221352
14028,CDK5RAP2Y_RNA,ENSG00000136861ENSG00000222192
14029,CDK5RAP2Y_RNA,ENSG00000136861ENSG00000222305
14030,CDK5RAP2RN7SKP143,ENSG00000136861ENSG00000222451
14031,CDK5RAP2RP11-236B18.2,ENSG00000136861ENSG00000225519
14032,CDK5RAP2RPP30,ENSG00000136861ENSG00000148688
14033,CDK5RAP2RP11-57C13.5,ENSG00000136861ENSG00000234192
14035,CDK5RAP2RP11-94M14.2,ENSG00000136861ENSG00000224750
14036,CDK5RAP2CFL1P1,ENSG00000136861ENSG00000223820
14037,CDK5RAP2ACTA2,ENSG00000136861ENSG00000107796
14038,RAB14PTCD2P2,ENSG00000119396ENSG00000234256
14039,RAB14RP11-380G5.2,ENSG00000119396ENSG00000224745
14040,RAB14RP11-399L7.3,ENSG00000119396ENSG00000231569
14041,RAB14IFIT6P,ENSG00000119396ENSG00000224289
14042,RP11-244O19.1RP11-15K3.1,ENSG00000261534ENSG00000236373
14043,NDUFA8RP11-429H9.4,ENSG00000119421ENSG00000232913
14044,NDUFA8XRCC6P1,ENSG00000119421ENSG00000237417
14045,MRRFRP11-94M14.2,ENSG00000148187ENSG00000224750
14046,MRRFRP11-168O10.6,ENSG00000148187ENSG00000234452
14047,MRRFLINC00502,ENSG00000148187ENSG00000224851
14048,MRRFRP11-94M14.3,ENSG00000148187ENSG00000238291
14049,MRRFPAPSS2,ENSG00000148187ENSG00000198682
14050,MRRFSLC35G1,ENSG00000148187ENSG00000176273
14051,MRRFEIF2S2P3,ENSG00000148187ENSG00000236493
14052,MRRFRP11-478K7.2,ENSG00000148187ENSG00000226159
14053,RBM18LINC00864,ENSG00000119446ENSG00000228055
14054,MRRFFAF2P1,ENSG00000148187ENSG00000228759
14055,MRRFMARK2P9,ENSG00000148187ENSG00000232709
14056,RBM18TNKS2-AS1,ENSG00000119446ENSG00000228701
14057,MRRFNPAP1P3,ENSG00000148187ENSG00000237740
14058,PTGS1RP11-162K11.4,ENSG00000095303ENSG00000231575
14059,PTGS1RP11-429H9.4,ENSG00000095303ENSG00000232913
14060,PTGS1TNKS2-AS1,ENSG00000095303ENSG00000228701
14061,PTGS1CFL1P1,ENSG00000095303ENSG00000223820
14063,OR1J2NIP7P1,ENSG00000197233ENSG00000232805
14064,OR1K1RPL7P34,ENSG00000165204ENSG00000237205
14065,PDCLIDE,ENSG00000136940ENSG00000119912
14066,ZBTB26RP11-149I23.3,ENSG00000171448ENSG00000232110
14067,ZBTB26RNLS,ENSG00000171448ENSG00000184719
14068,DENND1AACTA2-AS1,ENSG00000119522ENSG00000180139
14069,DENND1ARP11-57C13.6,ENSG00000119522ENSG00000225913
14070,DENND1ACFL1P1,ENSG00000119522ENSG00000223820
14071,DENND1ARP11-429H9.4,ENSG00000119522ENSG00000232913
14072,DENND1AMED6P1,ENSG00000119522ENSG00000227905
14073,DENND1AEIF2S2P3,ENSG00000119522ENSG00000236493
14074,DENND1ARAB11AP1,ENSG00000119522ENSG00000227995
14075,DENND1AEXOC6,ENSG00000119522ENSG00000138190
14076,DENND1ARP11-348J12.2,ENSG00000119522ENSG00000226425
14077,DENND1ACEP55,ENSG00000119522ENSG00000138180
14078,DENND1ASRP9P1,ENSG00000119522ENSG00000180581
14079,DENND1ARP11-57C13.4,ENSG00000119522ENSG00000223761
14080,DENND1ARP11-477L16.2,ENSG00000119522ENSG00000225118
14081,DENND1ARP11-391J2.3,ENSG00000119522ENSG00000228553
14082,RP11-417B4.3LINC00864,ENSG00000229115ENSG00000228055
14083,DENND1ALINC00865,ENSG00000119522ENSG00000232229
14084,DENND1ARP11-149I23.3,ENSG00000119522ENSG00000232110
14085,NR6A1LINC00865,ENSG00000148200ENSG00000232229
14086,NR6A1RP11-80H5.9,ENSG00000148200ENSG00000235100
14087,NR6A1DDX18P6,ENSG00000148200ENSG00000220585
14088,NR6A1RPS27P1,ENSG00000148200ENSG00000223876
14089,NR6A1RCBTB2P1,ENSG00000148200ENSG00000235150
14090,SCAIRP11-429H9.4,ENSG00000173611ENSG00000232913
14091,SCAIRP11-341B24.3,ENSG00000173611ENSG00000233292
14092,SCAIRP11-94M14.2,ENSG00000173611ENSG00000224750
14093,PBX3RP11-168O10.6,ENSG00000167081ENSG00000234452
14094,PBX3GAPDHP28,ENSG00000167081ENSG00000213449
14095,PBX3HDAC1P1,ENSG00000167081ENSG00000234724
14096,PBX3RP11-80H5.7,ENSG00000167081ENSG00000240996
14097,PBX3CFL1P1,ENSG00000167081ENSG00000223820
14098,PBX3PAPSS2,ENSG00000167081ENSG00000198682
14099,RP11-423C15.3CTSLP1,ENSG00000229582ENSG00000236417
14100,PBX3ACTA2,ENSG00000167081ENSG00000107796
14102,PBX3EXOC6,ENSG00000167081ENSG00000138190
14103,PBX3snoU13,ENSG00000167081ENSG00000238991
14104,RP11-423C15.3FAS,ENSG00000229582ENSG00000026103
14105,PBX3FRA10AC1,ENSG00000167081ENSG00000148690
14106,PBX3MARCH5,ENSG00000167081ENSG00000198060
14108,PBX3IDE,ENSG00000167081ENSG00000119912
14110,PBX3LGI1,ENSG00000167081ENSG00000108231
14112,PBX3FAS,ENSG00000167081ENSG00000026103
14113,PBX3RPP30,ENSG00000167081ENSG00000148688
14114,PBX3RNLS,ENSG00000167081ENSG00000184719
14117,PBX3BTAF1,ENSG00000167081ENSG00000095564
14119,PBX3HHEX,ENSG00000167081ENSG00000152804
14120,PBX3MINPP1,ENSG00000167081ENSG00000107789
14121,RP11-123K19.1SLC16A12,ENSG00000224842ENSG00000152779
14122,RP11-123K19.1BTAF1,ENSG00000224842ENSG00000095564
14123,RP11-123K19.1ANKRD22,ENSG00000224842ENSG00000152766
14124,GARNL3RP11-56M3.1,ENSG00000136895ENSG00000234043
14125,GARNL3FAS,ENSG00000136895ENSG00000026103
14126,GARNL3IDE,ENSG00000136895ENSG00000119912
14127,GARNL3LGI1,ENSG00000136895ENSG00000108231
14129,GARNL3RPP30,ENSG00000136895ENSG00000148688
14130,GARNL3ACTA2,ENSG00000136895ENSG00000107796
14131,CDK9RPP30,ENSG00000136807ENSG00000148688
14132,CDK9PIPSL,ENSG00000136807ENSG00000180764
14133,CDK9RNLS,ENSG00000136807ENSG00000184719
14134,CDK9ACTA2,ENSG00000136807ENSG00000107796
14135,CDK9PAPSS2,ENSG00000136807ENSG00000198682
14136,CDK9FRA10AC1,ENSG00000136807ENSG00000148690
14137,MIR3960FRA10AC1,ENSG00000266070ENSG00000148690
14138,AK1SLC35G1,ENSG00000106992ENSG00000176273
14139,AK1FAS,ENSG00000106992ENSG00000026103
14140,AK1LGI1,ENSG00000106992ENSG00000108231
14142,RP11-203J24.9RPP30,ENSG00000257524ENSG00000148688
14143,RP11-203J24.9FAS,ENSG00000257524ENSG00000026103
14144,AK1ACTA2,ENSG00000106992ENSG00000107796
14145,AK1SNRPD2P1,ENSG00000106992ENSG00000228938
14146,MIR4672RPP30,ENSG00000263979ENSG00000148688
14147,AK1PIPSL,ENSG00000106992ENSG00000180764
14148,AK1PCGF5,ENSG00000106992ENSG00000180628
14149,AK1MARCH5,ENSG00000106992ENSG00000198060
14150,AK1IDE,ENSG00000106992ENSG00000119912
14151,RP11-203J24.9HHEX,ENSG00000257524ENSG00000152804
14155,MIR4672SLC35G1,ENSG00000263979ENSG00000176273
14156,ST6GALNAC6EXOC6,ENSG00000160408ENSG00000138190
14157,ST6GALNAC6RN7SL78P,ENSG00000160408ENSG00000243782
14158,ST6GALNAC6ATAD1,ENSG00000160408ENSG00000138138
14159,ST6GALNAC6CEP55,ENSG00000160408ENSG00000138180
14160,ST6GALNAC6PCGF5,ENSG00000160408ENSG00000180628
14161,ST6GALNAC6LIPF,ENSG00000160408ENSG00000182333
14162,ST6GALNAC6IDE,ENSG00000160408ENSG00000119912
14164,ST6GALNAC6RNY4P26,ENSG00000160408ENSG00000252895
14165,ST6GALNAC6SNORA25,ENSG00000160408ENSG00000252993
14166,ST6GALNAC6LIPJ,ENSG00000160408ENSG00000204022
14168,ST6GALNAC6MINPP1,ENSG00000160408ENSG00000107789
14169,ST6GALNAC6FRA10AC1,ENSG00000160408ENSG00000148690
14170,RP11-339B21.13PIPSL,ENSG00000272696ENSG00000180764
14171,COQ4ATAD1,ENSG00000167113ENSG00000138138
14172,COQ4LGI1,ENSG00000167113ENSG00000108231
14173,COQ4PCGF5,ENSG00000167113ENSG00000180628
14174,COQ4BTAF1,ENSG00000167113ENSG00000095564
14175,WDR34HHEX,ENSG00000119333ENSG00000152804
14176,WDR34RP11-399O19.9,ENSG00000119333ENSG00000261438
14177,WDR34RN7SL644P,ENSG00000119333ENSG00000264313
14178,WDR34MIR4679-2,ENSG00000119333ENSG00000265375
14179,WDR34AL158040.1,ENSG00000119333ENSG00000264076
14180,WDR34AL353751.1,ENSG00000119333ENSG00000266769
14181,WDR34RP11-429H9.4,ENSG00000119333ENSG00000232913
14183,WDR34ACTA2-AS1,ENSG00000119333ENSG00000180139
14187,ZER1SLC35G1,ENSG00000160445ENSG00000176273
14188,TBC1D13RP11-186O14.7,ENSG00000107021ENSG00000271408
14189,TBC1D13RP11-108M11.3,ENSG00000107021ENSG00000271385
14190,TBC1D13SLC35G1,ENSG00000107021ENSG00000176273
14191,TBC1D13RP11-248C1.3,ENSG00000107021ENSG00000270670
14192,TBC1D13RP11-236B18.5,ENSG00000107021ENSG00000273124
14193,C9orf114LIPF,ENSG00000198917ENSG00000182333
14194,ENDOGRP11-76P2.4,ENSG00000167136ENSG00000273450
14196,C9orf114MINPP1,ENSG00000198917ENSG00000107789
14197,CCBL1MINPP1,ENSG00000171097ENSG00000107789
14199,C9orf114PAPSS2,ENSG00000198917ENSG00000198682
14200,CCBL1PAPSS2,ENSG00000171097ENSG00000198682
14202,CCBL1RNLS,ENSG00000171097ENSG00000184719
14206,C9orf114RNLS,ENSG00000198917ENSG00000184719
14207,CCBL1ACTA2,ENSG00000171097ENSG00000107796
14209,CCBL1ACTA2-AS1,ENSG00000171097ENSG00000180139
14216,CCBL1IFIT3,ENSG00000171097ENSG00000119917
14218,CCBL1SLC16A12,ENSG00000171097ENSG00000152779
14219,RP11-167N5.5SLC16A12,ENSG00000267834ENSG00000152779
14220,PPP2R4RPP30,ENSG00000119383ENSG00000148688
14239,PPP2R4BTAF1,ENSG00000119383ENSG00000095564
14245,TOR1BBTAF1,ENSG00000136816ENSG00000095564
14246,TOR1AIDE,ENSG00000136827ENSG00000119912
14247,TOR1BIDE,ENSG00000136816ENSG00000119912
14251,C9orf78CYP26C1,ENSG00000136819ENSG00000187553
14252,C9orf78RP11-348J12.2,ENSG00000136819ENSG00000226425
14254,TOR1AAL356214.1,ENSG00000136827ENSG00000221352
14256,C9orf78LGI1,ENSG00000136819ENSG00000108231
14261,C9orf78RP11-76P2.4,ENSG00000136819ENSG00000273450
14262,C9orf78C10orf129,ENSG00000136819ENSG00000173124
14271,RNU6-881PC10orf129,ENSG00000252622ENSG00000173124
14272,PPAPDC3NPM1P25,ENSG00000160539ENSG00000229417
14273,PPAPDC3FRAT2,ENSG00000160539ENSG00000181274
14274,BARHL1RP11-452K12.4,ENSG00000125492ENSG00000225850
14275,BARHL1FRAT2,ENSG00000125492ENSG00000181274
14276,GBGT1RP11-452K12.4,ENSG00000148288ENSG00000225850
14277,GBGT1UBTD1,ENSG00000148288ENSG00000165886
14278,GBGT1C10orf62,ENSG00000148288ENSG00000203942
14279,GBGT1HOGA1,ENSG00000148288ENSG00000241935
14281,GBGT1PI4K2A,ENSG00000148288ENSG00000249967
14283,GBGT1PI4K2A,ENSG00000148288ENSG00000155252
14291,CACFD1HOGA1,ENSG00000160325ENSG00000241935
14293,CACFD1PI4K2A,ENSG00000160325ENSG00000249967
14295,CACFD1PI4K2A,ENSG00000160325ENSG00000155252
14296,CACFD1AVPI1,ENSG00000160325ENSG00000119986
14298,TMEM8CPI4K2A,ENSG00000187616ENSG00000249967
14299,TMEM8CPI4K2A,ENSG00000187616ENSG00000155252
14300,DBHSFRP5,ENSG00000123454ENSG00000120057
14301,DBHLOXL4,ENSG00000123454ENSG00000138131
14302,DBHRP11-34A14.3,ENSG00000123454ENSG00000230928
14303,DBHDNMBP,ENSG00000123454ENSG00000107554
14304,LINC00094DNMBP,ENSG00000235106ENSG00000107554
14305,WDR5DNMBP-AS1,ENSG00000196363ENSG00000227695
14306,WDR5CHUK,ENSG00000196363ENSG00000213341
14307,LL09NC01-251B2.3CWF19L1,ENSG00000273249ENSG00000095485
14308,WDR5CWF19L1,ENSG00000196363ENSG00000095485
14309,WDR5PHBP9,ENSG00000196363ENSG00000230224
14311,RXRACWF19L1,ENSG00000186350ENSG00000095485
14314,FCN1CWF19L1,ENSG00000085265ENSG00000095485
14315,AL161452.1CWF19L1,ENSG00000221613ENSG00000095485
14316,GLT6D1CWF19L1,ENSG00000204007ENSG00000095485
14317,LCN9CWF19L1,ENSG00000148386ENSG00000095485
14318,LCN9RNU6-422P,ENSG00000148386ENSG00000207362
14324,LCN9SFXN3,ENSG00000148386ENSG00000107819
14326,RP11-432J22.2SFXN3,ENSG00000238058ENSG00000107819
14327,LHX3SFXN3,ENSG00000107187ENSG00000107819
14328,GPSM1SFXN3,ENSG00000160360ENSG00000107819
14331,GPSM1TLX1,ENSG00000160360ENSG00000107807
14332,SEC16ARP11-31L23.3,ENSG00000148396ENSG00000226740
14333,SEC16ATLX1NB,ENSG00000148396ENSG00000236311
14335,SEC16ATLX1,ENSG00000148396ENSG00000107807
14339,SEC16ALBX1,ENSG00000148396ENSG00000138136
14340,SEC16ALBX1-AS1,ENSG00000148396ENSG00000227128
14343,SEC16AMGEA5,ENSG00000148396ENSG00000198408
14345,EGFL7MGEA5,ENSG00000172889ENSG00000198408
14349,RP11-251M1.1MGEA5,ENSG00000228401ENSG00000198408
14353,RP11-251M1.1KCNIP2,ENSG00000228401ENSG00000120049
14354,EGFL7KCNIP2,ENSG00000172889ENSG00000120049
14355,MIR126KCNIP2,ENSG00000199161ENSG00000120049
14361,EGFL7KCNIP2-AS1,ENSG00000172889ENSG00000226009
14362,MIR4292KCNIP2,ENSG00000265806ENSG00000120049
14363,C9orf142KCNIP2,ENSG00000148362ENSG00000120049
14367,CLIC3HPS6,ENSG00000169583ENSG00000166189
14369,C9orf142PITX3,ENSG00000148362ENSG00000107859
14370,C9orf142ELOVL3,ENSG00000148362ENSG00000119915
14372,C9orf142SUFU,ENSG00000148362ENSG00000107882
14374,CLIC3SUFU,ENSG00000169583ENSG00000107882
14376,RP11-229P13.20SUFU,ENSG00000235117ENSG00000107882
14377,SNORD62SUFU,ENSG00000199411ENSG00000107882
14378,ANAPC2SFXN2,ENSG00000176248ENSG00000156398
14383,SSNA1SFXN2,ENSG00000176101ENSG00000156398
14391,TPRNWBP1L,ENSG00000176058ENSG00000166272
14392,SSNA1WBP1L,ENSG00000176101ENSG00000166272
14393,ANAPC2PTGES3P4,ENSG00000176248ENSG00000236937
14394,TPRNPFN1P11,ENSG00000176058ENSG00000213061
14395,TPRNC10orf32-ASMT,ENSG00000176058ENSG00000270316
14396,SSNA1C10orf32,ENSG00000176101ENSG00000166275
14399,ANAPC2C10orf32-ASMT,ENSG00000176248ENSG00000270316
14400,TPRNC10orf32,ENSG00000176058ENSG00000166275
14401,ANAPC2C10orf32,ENSG00000176248ENSG00000166275
14403,TPRNINA,ENSG00000176058ENSG00000148798
14404,SSNA1RP11-225H22.7,ENSG00000176101ENSG00000273485
14405,ANAPC2NEURL1,ENSG00000176248ENSG00000107954
14406,TPRNNEURL1,ENSG00000176058ENSG00000107954
14408,SSNA1RP11-416N2.4,ENSG00000176101ENSG00000273108
14409,SSNA1WDR96,ENSG00000176101ENSG00000197748
14411,TPRNWDR96,ENSG00000176058ENSG00000197748
14412,ANAPC2WDR96,ENSG00000176248ENSG00000197748
14418,TPRNITPRIP,ENSG00000176058ENSG00000148841
14419,SSNA1ITPRIP,ENSG00000176101ENSG00000148841
14422,TPRNRP11-127L20.5,ENSG00000176058ENSG00000270075
14423,TPRNSMC3,ENSG00000176058ENSG00000108055
14424,TMEM203ADRA2A,ENSG00000187713ENSG00000150594
14425,NDOR1ADRA2A,ENSG00000188566ENSG00000150594
14426,NDOR1RP11-324O2.6,ENSG00000188566ENSG00000270599
14427,NDOR1RP11-324O2.3,ENSG00000188566ENSG00000232934
14429,TMEM203RP11-324O2.3,ENSG00000187713ENSG00000232934
14430,TPRNCASP7,ENSG00000176058ENSG00000165806
14431,C9orf173CASP7,ENSG00000197768ENSG00000165806
14433,TOR4ACASP7,ENSG00000198113ENSG00000165806
14434,DLGAP2CASP7,ENSG00000198010ENSG00000165806
14436,DLGAP2DCLRE1A,ENSG00000198010ENSG00000198924
14437,RP11-666I19.2DCLRE1A,ENSG00000253267ENSG00000198924
14439,DLGAP2NHLRC2,ENSG00000198010ENSG00000196865
14441,AF131215.8DCLRE1A,ENSG00000270076ENSG00000198924
14442,MSR1snoU13,ENSG00000038945ENSG00000238577
14443,MSR1FAM160B1,ENSG00000038945ENSG00000151553
14445,MSR1TRUB1,ENSG00000038945ENSG00000165832
14446,MSR1RNU6-1121P,ENSG00000038945ENSG00000252611
14447,MSR1PNLIP,ENSG00000038945ENSG00000175535
14449,MSR1RP11-498B4.5,ENSG00000038945ENSG00000232767
14450,MSR1C10orf82,ENSG00000038945ENSG00000165863
14451,MSR1ENO4,ENSG00000038945ENSG00000188316
14455,MSR1KIAA1598,ENSG00000038945ENSG00000187164
14460,MSR1RAB11FIP2,ENSG00000038945ENSG00000107560
14462,MSR1RP11-354M20.3,ENSG00000038945ENSG00000231104
14464,MICU3RAB11FIP2,ENSG00000155970ENSG00000107560
14465,MICU3RP11-354M20.3,ENSG00000155970ENSG00000231104
14468,MICU3FAM204A,ENSG00000155970ENSG00000165669
14469,MTMR7FAM204A,ENSG00000003987ENSG00000165669
14470,VPS37AFAM204A,ENSG00000155975ENSG00000165669
14475,MTMR7RGS10,ENSG00000003987ENSG00000148908
14476,VPS37ARGS10,ENSG00000155975ENSG00000148908
14480,MTMR7TIAL1,ENSG00000003987ENSG00000151923
14481,SH2D4ATIAL1,ENSG00000104611ENSG00000151923
14485,XPO7TIAL1,ENSG00000130227ENSG00000151923
14488,XPO7BAG3,ENSG00000130227ENSG00000151929
14490,XPO7WDR11,ENSG00000130227ENSG00000120008
14499,XPO7FGFR2,ENSG00000130227ENSG00000066468
14505,NPM2FGFR2,ENSG00000158806ENSG00000066468
14513,HRFGFR2,ENSG00000168453ENSG00000066468
14516,HRATE1-AS1,ENSG00000168453ENSG00000226864
14517,HRC10orf120,ENSG00000168453ENSG00000183559
14519,HRACADSB,ENSG00000168453ENSG00000196177
14521,HRCHST15,ENSG00000168453ENSG00000182022
14526,PPP3CCCHST15,ENSG00000120910ENSG00000182022
14529,PPP3CCEBF3,ENSG00000120910ENSG00000108001
14533,EGR3GLRX3,ENSG00000179388ENSG00000108010
14535,EGR3PPIAP32,ENSG00000179388ENSG00000233319
14537,RP11-459E5.1BNIP3,ENSG00000253125ENSG00000176171
14538,EGR3BNIP3,ENSG00000179388ENSG00000176171
14539,TNFRSF10ARP11-432J24.2,ENSG00000104689ENSG00000231705
14540,RP11-1149O23.1LINC01166,ENSG00000243265ENSG00000232903
14541,TNFRSF10AMPHOSPH8,ENSG00000104689ENSG00000196199
14542,LOXL2MPHOSPH8,ENSG00000134013ENSG00000196199
14543,SLC25A37MPHOSPH8,ENSG00000147454ENSG00000196199
14544,FP15737MPHOSPH8,ENSG00000215298ENSG00000196199
14548,SLC25A37PSPC1,ENSG00000147454ENSG00000121390
14551,SLC25A37ZMYM2,ENSG00000147454ENSG00000121741
14554,NEFLZMYM2,ENSG00000104725ENSG00000121741
14555,CTD-2168K21.2GJA3,ENSG00000272157ENSG00000121743
14556,EBF2AL512652.1,ENSG00000221818ENSG00000203614
14557,EBF2MRP63,ENSG00000221818ENSG00000173141
14558,BNIP3LMRP63,ENSG00000104765ENSG00000173141
14561,BNIP3LRP11-309I15.1,ENSG00000104765ENSG00000228741
14562,BNIP3LCENPJ,ENSG00000104765ENSG00000151849
14565,DPYSL2SHISA2,ENSG00000092964ENSG00000180730
14566,DPYSL2MTUS2-AS1,ENSG00000092964ENSG00000179141
14568,EXTL3USPL1,ENSG00000012232ENSG00000132952
14571,EXTL3RXFP2,ENSG00000012232ENSG00000133105
14573,EXTL3ZAR1L,ENSG00000012232ENSG00000189167
14574,EXTL3N4BP2L1,ENSG00000012232ENSG00000139597
14575,CTD-2647L4.1N4BP2L1,ENSG00000254129ENSG00000139597
14578,RN7SL781PN4BP2L1,ENSG00000264328ENSG00000139597
14579,DUSP4N4BP2L1,ENSG00000120875ENSG00000139597
14580,DUSP4RNY1P4,ENSG00000120875ENSG00000207325
14581,RBPMSRFC3,ENSG00000157110ENSG00000133119
14583,RBPMSCSNK1A1L,ENSG00000157110ENSG00000180138
14584,RBPMSPOSTN,ENSG00000157110ENSG00000133110
14589,WRNPOSTN,ENSG00000165392ENSG00000133110
14592,DUSP26POSTN,ENSG00000133878ENSG00000133110
14595,KCNU1POSTN,ENSG00000215262ENSG00000133110
14601,PROSCPOSTN,ENSG00000147471ENSG00000133110
14602,PROSCSTOML3,ENSG00000147471ENSG00000133115
14604,PROSCMRPS31,ENSG00000147471ENSG00000102738
14606,PROSCWBP4,ENSG00000147471ENSG00000120688
14608,WHSC1L1KBTBD6,ENSG00000147548ENSG00000165572
14610,WHSC1L1TNFSF11,ENSG00000147548ENSG00000120659
14613,RP11-513D5.5TNFSF11,ENSG00000255487ENSG00000120659
14620,WHSC1L1FAM216B,ENSG00000147548ENSG00000179813
14621,PLEKHA2FAM216B,ENSG00000169499ENSG00000179813
14622,PLEKHA2CCDC122,ENSG00000169499ENSG00000151773
14626,PLEKHA2TSC22D1,ENSG00000169499ENSG00000102804
14627,IDO2RP11-71C5.2,ENSG00000188676ENSG00000225727
14628,IDO2TSC22D1,ENSG00000188676ENSG00000102804
14631,ZMAT4TSC22D1,ENSG00000165061ENSG00000102804
14634,AP3M2TSC22D1,ENSG00000070718ENSG00000102804
14635,AP3M2RP11-71C5.2,ENSG00000070718ENSG00000225727
14642,AP3M2RP11-290D2.5,ENSG00000070718ENSG00000270381
14643,AP3M2SUCLA2,ENSG00000070718ENSG00000136143
14650,AP3M2LPAR6,ENSG00000070718ENSG00000139679
14655,AP3M2RNASEH2B,ENSG00000070718ENSG00000136104
14659,AP3M2WDFY2,ENSG00000070718ENSG00000139668
14660,AP3M2FABP5P2,ENSG00000070718ENSG00000236044
14661,AP3M2NEK3,ENSG00000070718ENSG00000136098
14662,POLBNEK3,ENSG00000070501ENSG00000136098
